Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1021,Long Shot,53873809,30316271,23557538,2019.csv,2019,0.5627274470234692,0.4372725529765308
1022,1987: When the Day Comes,53834292,0,53834292,2017.csv,2017,0.0,1.0
1023,Overheard 3,53493428,0,53493428,2014.csv,2014,0.0,1.0
1024,Supercondriaque,53425036,0,53425036,2014.csv,2014,0.0,1.0
1025,A Madea Christmas,53396635,52543354,853281,2013.csv,2013,0.9840199480735069,0.01598005192649312
1026,Sinister 2,53329150,27740955,25588195,2015.csv,2015,0.5201837081596088,0.4798162918403912
1027,A Chinese Odyssey: Part Three,53306108,0,53306108,2016.csv,2016,0.0,1.0
1028,3 Days to Kill,53260230,30697999,22562231,2014.csv,2014,0.5763775147046868,0.4236224852953132
1029,Temptation: Confessions of a Marriage Counselor,53143144,51975354,1167790,2013.csv,2013,0.9780255756038823,0.021974424396117777
1030,Delivery Man,53120346,30664106,22456240,2013.csv,2013,0.5772572716299702,0.4227427283700298
1031,The Outlaws,52946454,0,52946454,2017.csv,2017,0.0,1.0
1032,Man in Love,52946097,0,52946097,2021.csv,2021,0.0,1.0
1033,Detective Conan: Sunflowers of Inferno,52920296,0,52920296,2015.csv,2015,0.0,1.0
1034,Prem Ratan Dhan Payo,52715771,4364639,48351132,2015.csv,2015,0.08279569694617575,0.9172043030538243
1035,Break Through the Darkness,52700000,0,52700000,2021.csv,2021,0.0,1.0
1036,Rurouni Kenshin Part II: Kyoto Inferno,52696176,0,52696176,2014.csv,2014,0.0,1.0
1037,Wild,52501541,37880356,14621185,2014.csv,2014,0.7215094124570554,0.2784905875429447
1038,Tunnel,52444295,568876,51875419,2016.csv,2016,0.010847242774452398,0.9891527572255476
1039,The Boy Next Door,52425855,35423380,17002475,2015.csv,2015,0.6756853083273511,0.3243146916726489
1040,The Night Before,52395996,43047372,9348624,2015.csv,2015,0.8215775113808315,0.17842248861916854
1041,Greenland,52300000,0,52300000,2020.csv,2020,0.0,1.0
1042,Hollywood Adventures,52265070,0,52265070,2015.csv,2015,0.0,1.0
1043,Tolo Tolo,52186426,0,52186426,2020.csv,2020,0.0,1.0
1044,Patriots Day,52185751,31886361,20299390,2016.csv,2016,0.6110166163940038,0.3889833836059962
1045,My Beloved Bodyguard,52165873,0,52165873,2016.csv,2016,0.0,1.0
1046,The Finest Hours,52099090,27569558,24529532,2016.csv,2016,0.5291754232175648,0.47082457678243517
1047,Teen Titans GO! To the Movies,52090236,29790236,22300000,2018.csv,2018,0.5718967370391641,0.4281032629608359
1048,Escape Room: Tournament of Champions,51914753,25314753,26600000,2021.csv,2021,0.4876215629880778,0.5123784370119222
1049,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",51838845,257343,51581502,2015.csv,2015,0.004964288845555876,0.9950357111544441
1050,Slender Man,51738549,30569484,21169065,2018.csv,2018,0.5908454061979975,0.4091545938020025
1051,Schemes in Antiques,51637422,36501,51600921,2021.csv,2021,0.0007068710750122265,0.9992931289249878
1052,Master,51636415,597251,51039164,2016.csv,2016,0.011566469128424194,0.9884335308715758
1053,Breaking In,51411620,46840590,4571030,2018.csv,2018,0.9110895552406246,0.08891044475937541
1054,Cry Me a Sad River,51400614,0,51400614,2018.csv,2018,0.0,1.0
1055,Hot Pursuit,51380201,34580201,16800000,2015.csv,2015,0.6730258022929883,0.3269741977070117
1056,Once Upon a Deadpool 2018 Re-release,51349833,6100309,45249524,2018.csv,2018,0.1187990036890675,0.8812009963109325
1057,Simmba,51329025,5102129,46226896,2018.csv,2018,0.09940046591572702,0.900599534084273
1058,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,51167572,944193,50223379,2013.csv,2013,0.018452956884489263,0.9815470431155108
1059,Magic in the Moonlight,51029361,10539326,40490035,2014.csv,2014,0.20653454782629946,0.7934654521737006
1060,Red Dawn,50950296,44806783,6143513,2012.csv,2012,0.8794214463444923,0.12057855365550771
1061,Doraemon the Movie: Nobita and the Birth of Japan,50939840,0,50939840,2016.csv,2016,0.0,1.0
1062,Vanguard,50866901,793525,50073376,2020.csv,2020,0.015600026429760288,0.9843999735702397
1063,Kingdom,50574061,0,50574061,2019.csv,2019,0.0,1.0
1064,The Himalayas,50544493,696717,49847776,2015.csv,2015,0.013784231647154914,0.9862157683528451
1065,Dragon Ball Z: Battle of Gods,50461371,2553002,47908369,2013.csv,2013,0.05059319533747904,0.9494068046625209
1066,About Last Night,50445860,48637684,1808176,2014.csv,2014,0.9641561071612219,0.03584389283877805
1067,Breakthrough,50444358,40713082,9731276,2019.csv,2019,0.8070889117074302,0.1929110882925698
1068,Just Mercy,50401502,36001502,14400000,2019.csv,2019,0.7142942287711981,0.28570577122880186
1069,Red Tails,50365498,49876377,489121,2012.csv,2012,0.9902885701636466,0.009711429836353449
1070,"Monsters, Inc. 2012 3D Release",50207820,34043006,16164814,2012.csv,2012,0.6780419066193274,0.32195809338067255
1071,HOUBA! On the Trail of the Marsupilami,50146474,0,50146474,2012.csv,2012,0.0,1.0
1072,Uncut Gems,50023780,50023780,0,2019.csv,2019,1.0,0.0
1073,Dearest 2014 Re-release,50000583,0,50000583,2014.csv,2014,0.0,1.0
1074,Family is Family,49954866,0,49954866,2018.csv,2018,0.0,1.0
1075,21 Bridges,49939757,28539757,21400000,2019.csv,2019,0.5714836978481894,0.42851630215181064
1076,The Wailing,49851770,786633,49065137,2016.csv,2016,0.015779439727014708,0.9842205602729853
1077,Luca,49750471,0,49750471,2021.csv,2021,0.0,1.0
1078,The Boy and the Beast,49714378,490643,49223735,2015.csv,2015,0.009869237426645467,0.9901307625733545
1079,Two Is a Family,49619118,0,49619118,2016.csv,2016,0.0,1.0
1080,Song of Youth,49615508,0,49615508,2019.csv,2019,0.0,1.0
1081,Surprise,49567466,0,49567466,2015.csv,2015,0.0,1.0
1082,Death Wish,49562710,34017028,15545682,2018.csv,2018,0.6863431801852643,0.3136568198147357
1083,The Grudge,49511319,21221803,28289516,2019.csv,2019,0.4286252806151256,0.5713747193848744
1084,Tad: The Lost Explorer,49490859,0,49490859,2012.csv,2012,0.0,1.0
1085,Entourage,49263404,32363404,16900000,2015.csv,2015,0.6569461582476112,0.34305384175238884
1086,A Turtle's Tale 2: Sammy's Escape from Paradise,49261830,0,49261830,2012.csv,2012,0.0,1.0
1087,The New Mutants,49169594,23852659,25316935,2020.csv,2020,0.4851099441659006,0.5148900558340994
1088,Marry Me,49103975,22404975,26699000,2022.csv,2022,0.45627619759907423,0.5437238024009258
1089,Little,48987096,40860481,8126615,2019.csv,2019,0.8341070268790786,0.16589297312092147
1090,Whiplash,48982041,13092000,35890041,2014.csv,2014,0.2672816349159481,0.732718365084052
1091,Never Gone,48980792,96421,48884371,2016.csv,2016,0.0019685471806989156,0.9980314528193011
1092,The Berlin File,48972848,665210,48307638,2013.csv,2013,0.013583241064518036,0.986416758935482
1093,Trouble with the Curve,48963137,35763137,13200000,2012.csv,2012,0.7304094302617906,0.2695905697382094
1094,Luck-Key,48913975,466505,48447470,2016.csv,2016,0.00953725392385305,0.9904627460761469
1095,Florence Foster Jenkins,48902953,27383770,21519183,2016.csv,2016,0.559961481262696,0.44003851873730404
1096,The Woman in Black 2: Angel of Death,48854305,26501323,22352982,2015.csv,2015,0.5424562482262311,0.457543751773769
1097,Bleeding Steel,48825526,0,48825526,2017.csv,2017,0.0,1.0
1098,Fantasy Island,48811343,27309289,21502054,2020.csv,2020,0.5594865316449088,0.44051346835509114
1099,Isn't It Romantic,48791187,48791187,0,2019.csv,2019,1.0,0.0
1100,Mother's Day,48782670,32492859,16289811,2016.csv,2016,0.6660738126879894,0.33392618731201057
1101,Concussion,48623572,34542474,14081098,2015.csv,2015,0.7104059323325732,0.28959406766742685
1102,Her,48517427,25568251,22949176,2013.csv,2013,0.5269910747740189,0.47300892522598115
1103,The Legend of Hei,48507082,0,48507082,2019.csv,2019,0.0,1.0
1104,Logan Lucky,48453605,27780977,20672628,2017.csv,2017,0.5733521169374292,0.4266478830625709
1105,Homefront,48449416,20158898,28290518,2013.csv,2013,0.4160813414138986,0.5839186585861015
1106,Chef,48428048,31424003,17004045,2014.csv,2014,0.6488802315550691,0.3511197684449309
1107,Boo 2! A Madea Halloween,48333932,47319572,1014360,2017.csv,2017,0.979013501322425,0.020986498677575
1108,The Last Stand,48330757,12050299,36280458,2013.csv,2013,0.24932982117370933,0.7506701788262907
1109,Boyhood,48137666,25352281,22785385,2014.csv,2014,0.5266620321807874,0.4733379678192125
1110,21 & Over,48065672,25682380,22383292,2013.csv,2013,0.5343185465086184,0.4656814534913815
1111,Sky Hunter,48065601,0,48065601,2017.csv,2017,0.0,1.0
1112,Countdown,48021766,25621766,22400000,2019.csv,2019,0.5335448513076341,0.4664551486923659
1113,After We Collided,47990414,2386483,45603931,2020.csv,2020,0.04972832699463689,0.9502716730053631
1114,"From Today, It's My Turn: The Movie",47866854,0,47866854,2020.csv,2020,0.0,1.0
1115,Midsommar,47863365,27426361,20437004,2019.csv,2019,0.5730136399728686,0.4269863600271314
1116,Queen & Slim,47860909,43808310,4052599,2019.csv,2019,0.9153254903704399,0.08467450962956011
1117,Phantom Thread,47756590,21198205,26558385,2017.csv,2017,0.4438802058522185,0.5561197941477815
1118,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",47642462,0,47642462,2016.csv,2016,0.0,1.0
1119,Trolls 2: World Tour,47641355,450000,47191355,2020.csv,2020,0.009445575173082294,0.9905544248269177
1120,Man on a Ledge,47636031,18620000,29016031,2012.csv,2012,0.3908805920459662,0.6091194079540337
1121,Inside Men,47616503,0,47616503,2015.csv,2015,0.0,1.0
1122,The Dead End,47600000,0,47600000,2015.csv,2015,0.0,1.0
1123,Coming Home,47587984,377607,47210377,2014.csv,2014,0.007934923236084135,0.9920650767639159
1124,47 Meters Down: Uncaged,47582563,22260900,25321663,2019.csv,2019,0.46783734621441053,0.5321626537855895
1125,Boonie Bears Winter,47581416,0,47581416,2015.csv,2015,0.0,1.0
1126,Beauty and the Beast,47430624,0,47430624,2014.csv,2014,0.0,1.0
1127,The Magic Tuche,47427990,0,47427990,2018.csv,2018,0.0,1.0
1128,Nightcrawler,47398992,32381217,15017775,2014.csv,2014,0.683162565988745,0.3168374340112549
1129,Rough Night,47347283,22105643,25241640,2017.csv,2017,0.466883031070653,0.533116968929347
1130,Texas Chainsaw,47340586,34341945,12998641,2013.csv,2013,0.7254228961170865,0.2745771038829135
1131,Don't Breathe 2,47312950,32712950,14600000,2021.csv,2021,0.6914164092494761,0.3085835907505239
1132,A Monster Calls,47309313,3740823,43568490,2016.csv,2016,0.07907159843982516,0.9209284015601749
1133,Tiny Times 2.0,47289937,43788,47246149,2013.csv,2013,0.0009259475224084143,0.9990740524775916
1134,Golden Job,47287851,285795,47002056,2018.csv,2018,0.006043729921243407,0.9939562700787566
1135,Mortdecai,47275695,7696134,39579561,2015.csv,2015,0.16279261468287246,0.8372073853171276
1136,Switch,47164301,0,47164301,2013.csv,2013,0.0,1.0
1137,The Place Beyond the Pines,47052899,21403519,25649380,2013.csv,2013,0.45488204669387106,0.5451179533061289
1138,Son of Bigfoot,47046281,289308,46756973,2017.csv,2017,0.006149434000957483,0.9938505659990425
1139,My Hero Academia: World Heroes' Mission,46924698,12271658,34653040,2021.csv,2021,0.26151810289754024,0.7384818971024598
1140,Parker,46922566,17616641,29305925,2013.csv,2013,0.3754406994706982,0.6245593005293019
1141,Mary Queen of Scots,46712809,16468499,30244310,2018.csv,2018,0.35254782044899075,0.6474521795510092
1142,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,0.9101142039413588,0.08988579605864118
1143,Three Seconds,46596415,0,46596415,2017.csv,2017,0.0,1.0
1144,The Big Wedding,46522137,21819348,24702789,2013.csv,2013,0.4690100112984922,0.5309899887015078
1145,Badges of Fury,46495296,0,46495296,2013.csv,2013,0.0,1.0
1146,Risen,46432579,36880033,9552546,2016.csv,2016,0.7942706133122608,0.20572938668773924
1147,Acrimony,46403669,43549096,2854573,2018.csv,2018,0.9384838944523978,0.061516105547602284
1148,A Werewolf Boy,46282588,342922,45939666,2012.csv,2012,0.007409309090494248,0.9925906909095058
1149,The French Dispatch,46281956,16124375,30157581,2021.csv,2021,0.3483944153094999,0.6516055846905001
1150,The Thousand Faces of Dunjia,46263237,124187,46139050,2017.csv,2017,0.002684356047113608,0.9973156439528864
1151,The Battleship Island,46183383,1104957,45078426,2017.csv,2017,0.023925423566307388,0.9760745764336927
1152,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,46180706,0,46180706,2012.csv,2012,0.0,1.0
1153,Hanson and the Beast,46154323,0,46154323,2017.csv,2017,0.0,1.0
1154,Eddie the Eagle,46152800,15789389,30363411,2016.csv,2016,0.342111182853478,0.657888817146522
1155,The World's End,46089287,26004851,20084436,2013.csv,2013,0.5642276696534707,0.43577233034652935
1156,Gekijouban Tenpesuto 3D 2012 Re-release,46008255,0,46008255,2012.csv,2012,0.0,1.0
1157,Let's Get Married,45972724,462918,45509806,2015.csv,2015,0.010069405502271303,0.9899305944977287
1158,Asterix: The Secret of the Magic Potion,45972321,1271953,44700368,2018.csv,2018,0.027667800370575157,0.9723321996294249
1159,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,1.0
1160,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,0.010545805407708313,0.9894541945922917
1161,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.004299575128490461,0.9957004248715096
1162,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
1163,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
1164,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
1165,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,0.8523191076424624,0.14768089235753756
1166,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,0.5711847791537376,0.42881522084626245
1167,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
1168,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
1169,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.005987102789900799,0.9940128972100992
1170,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
1171,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
1172,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
1173,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
1174,Love Will Tear Us Apart,45060290,0,45060290,2021.csv,2021,0.0,1.0
1175,Grudge Match,44907260,29807260,15100000,2013.csv,2013,0.6637514735924659,0.3362485264075341
1176,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
1177,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
1178,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,1.0
1179,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
1180,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
1181,Oculus,44446287,27695246,16751041,2014.csv,2014,0.6231172021185931,0.37688279788140683
1182,Detective Conan: The Eleventh Striker,44369456,0,44369456,2012.csv,2012,0.0,1.0
1183,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
1184,House at the End of the Street,44287131,31611916,12675215,2012.csv,2012,0.7137946235442526,0.2862053764557474
1185,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,1.0
1186,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,1.0
1187,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
1188,Kick,43996483,2472695,41523788,2014.csv,2014,0.056202105972879696,0.9437978940271203
1189,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
1190,In the Heights,43975167,29975167,14000000,2021.csv,2021,0.681638502930529,0.31836149706947103
1191,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
1192,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
1193,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
1194,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
1195,Richard Jewell,43745542,22345542,21400000,2019.csv,2019,0.5108072955182497,0.4891927044817504
1196,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
1197,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
1198,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,1.0
1199,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
1200,The Snowman,43155261,6700035,36455226,2017.csv,2017,0.1552541878961177,0.8447458121038823
1201,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,1.0
1202,Annihilation,43070915,32732301,10338614,2018.csv,2018,0.7599629819798349,0.2400370180201651
1203,Gifted,43046590,24801212,18245378,2017.csv,2017,0.5761481223019059,0.42385187769809407
1204,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,0.3449237465190124,0.6550762534809876
1205,Legend,42972994,1872994,41100000,2015.csv,2015,0.04358537364187378,0.9564146263581262
1206,"The Chef, The Actor, The Scoundrel",42970000,0,42970000,2013.csv,2013,0.0,1.0
1207,The Gallows,42964410,22764410,20200000,2015.csv,2015,0.5298434215668271,0.47015657843317293
1208,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014,0.0,1.0
1209,Doraemon: Nobita's Secret Gadget Museum,42770271,0,42770271,2013.csv,2013,0.0,1.0
1210,Belfast,42768240,9137240,33631000,2021.csv,2021,0.21364545279394243,0.7863545472060576
1211,Spirit Untamed,42717215,17716215,25001000,2021.csv,2021,0.4147324445191476,0.5852675554808524
1212,Peninsula,42698327,1231407,41466920,2020.csv,2020,0.02883970137752704,0.971160298622473
1213,Almost Christmas,42580920,42158780,422140,2016.csv,2016,0.9900861700498721,0.009913829950127897
1214,Thermae Romae II,42473163,0,42473163,2014.csv,2014,0.0,1.0
1215,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,0.6199539339558816,0.3800460660441184
1216,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,0.15964661708582353,0.8403533829141765
1217,The Throne,42165755,0,42165755,2015.csv,2015,0.0,1.0
1218,Monster Hunter,42145959,15162470,26983489,2020.csv,2020,0.3597609441037989,0.6402390558962011
1219,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,0.01237191984602926,0.9876280801539707
1220,Jobs,42128352,16131410,25996942,2013.csv,2013,0.3829110144161348,0.6170889855838653
1221,Bang Bang,42045981,2546172,39499809,2014.csv,2014,0.060556846087144456,0.9394431539128556
1222,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014,0.0,1.0
1223,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,0.05761063342267366,0.9423893665773263
1224,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014,0.0,1.0
1225,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014,0.5088761246280259,0.49112387537197416
1226,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,0.4320062061333433,0.5679937938666567
1227,The Guilt Trip,41863726,37134215,4729511,2012.csv,2012,0.8870260377683534,0.11297396223164656
1228,No Man's Land,41807712,0,41807712,2013.csv,2013,0.0,1.0
1229,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,0.05762724047116452,0.9423727595288355
1230,Overlord,41657844,21704844,19953000,2018.csv,2018,0.5210265802522089,0.47897341974779106
1231,Safe,41564670,17142080,24422590,2012.csv,2012,0.4124194899177595,0.5875805100822405
1232,The Great Battle,41509280,472166,41037114,2018.csv,2018,0.0113749503725432,0.9886250496274568
1233,Lupin III vs. Detective Conan: The Movie,41397727,0,41397727,2013.csv,2013,0.0,1.0
1234,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,0.24212938017048405,0.757870619829516
1235,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,0.6490485447568619,0.35095145524313803
1236,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014,0.8304933708378858,0.1695066291621142
1237,Moonfall,41248335,19060660,22187675,2022.csv,2022,0.4620952579055615,0.5379047420944385
1238,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,0.30857940908084097,0.6914205909191591
1239,Fist Fight,41087017,32187017,8900000,2017.csv,2017,0.7833865622320549,0.21661343776794503
1240,"Lost, Found",41043552,0,41043552,2018.csv,2018,0.0,1.0
1241,Dredd,41037742,13414714,27623028,2012.csv,2012,0.32688723468264896,0.6731127653173511
1242,La vérité si je mens! 3,40928635,0,40928635,2012.csv,2012,0.0,1.0
1243,Always: Sunset on Third Street '64,40923305,0,40923305,2012.csv,2012,0.0,1.0
1244,Underwater,40882928,17291078,23591850,2020.csv,2020,0.4229412824834855,0.5770587175165145
1245,Fighting with My Family,40812363,22958886,17853477,2019.csv,2019,0.5625473340026893,0.43745266599731064
1246,The War with Grandpa,40709936,21277892,19432044,2020.csv,2020,0.5226707308014437,0.47732926919855634
1247,The Circle,40656399,20497844,20158555,2017.csv,2017,0.504172639588666,0.495827360411334
1248,Spiral,40618920,23216862,17402058,2021.csv,2021,0.571577530864927,0.42842246913507304
1249,Spanish Affair 2,40591862,0,40591862,2015.csv,2015,0.0,1.0
1250,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,0.7555205146320567,0.24447948536794328
1251,The Witch,40423945,25138705,15285240,2016.csv,2016,0.6218765882449128,0.37812341175508724
1252,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,1.0
1253,Carol,40272135,12711491,27560644,2015.csv,2015,0.3156398586764769,0.6843601413235231
1254,Yolki 3,40267368,0,40267368,2013.csv,2013,0.0,1.0
1255,Boonie Bears: To the Rescue,40163675,0,40163675,2014.csv,2014,0.0,1.0
1256,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017,0.5166472799911273,0.48335272000887275
1257,The Wild Life,40075446,8005586,32069860,2016.csv,2016,0.19976286726790266,0.8002371327320974
1258,Snake Eyes,40064325,28264325,11800000,2021.csv,2021,0.7054736352103773,0.2945263647896227
1259,Northern Limit Line,40034677,337907,39696770,2015.csv,2015,0.008440357842777151,0.9915596421572228
1260,Love O2O,39969537,0,39969537,2016.csv,2016,0.0,1.0
1261,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017,0.0003554012736596813,0.9996445987263404
1262,The Last Wish,39756292,0,39756292,2019.csv,2019,0.0,1.0
1263,Midnight Runners,39730433,0,39730433,2017.csv,2017,0.0,1.0
1264,The Forest,39712000,26594261,13117739,2016.csv,2016,0.6696782080983078,0.3303217919016922
1265,Tokyo Revengers,39687069,0,39687069,2021.csv,2021,0.0,1.0
1266,The November Man,39661919,25018119,14643800,2014.csv,2014,0.6307843803523475,0.3692156196476524
1267,Intimate Strangers,39576060,0,39576060,2018.csv,2018,0.0,1.0
1268,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018,0.0366400401273246,0.9633599598726754
1269,Recep Ivedik 4,39477906,0,39477906,2014.csv,2014,0.0,1.0
1270,Nomadland,39458207,3700000,35758207,2021.csv,2021,0.09377009958916785,0.9062299004108322
1271,Don Jon,39439355,24477704,14961651,2013.csv,2013,0.6206415901071405,0.37935840989285957
1272,Sin City: A Dame to Kill For,39407616,13757804,25649812,2014.csv,2014,0.3491153588179503,0.6508846411820497
1273,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019,0.10639217739322025,0.8936078226067797
1274,The Gambler,39280992,33680992,5600000,2014.csv,2014,0.8574374089126874,0.14256259108731267
1275,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016,0.12167933238870877,0.8783206676112912
1276,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016,0.0,1.0
1277,Sink or Swim,39193850,0,39193850,2018.csv,2018,0.0,1.0
1278,Samba,39178695,151530,39027165,2014.csv,2014,0.0038676632797493638,0.9961323367202506
1279,Show Dogs,39156854,17857020,21299834,2018.csv,2018,0.4560381689499366,0.5439618310500635
1280,Women Who Flirt,39156132,375495,38780637,2014.csv,2014,0.009589685722787941,0.990410314277212
1281,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016,0.0,1.0
1282,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015,0.0,1.0
1283,Believer,39047153,365639,38681514,2018.csv,2018,0.009364037372968011,0.990635962627032
1284,Forbidden Empire 2014 Re-release,38885962,0,38885962,2014.csv,2014,0.0,1.0
1285,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,0.012892504317663018,0.987107495682337
1286,Criminal,38803993,14708696,24095297,2015.csv,2015,0.3790510940459143,0.6209489059540857
1287,Antoine and Sebastian,38719881,0,38719881,2013.csv,2013,0.0,1.0
1288,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,0.6366769966708685,0.36332300332913153
1289,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,0,38659039,2016.csv,2016,0.0,1.0
1290,The Best of Me,38609668,26766213,11843455,2014.csv,2014,0.6932515710831805,0.30674842891681947
1291,Resident Evil: Welcome to Raccoon City,38600612,17000612,21600000,2021.csv,2021,0.44042337981584334,0.5595766201841567
1292,Taxi 5,38598227,0,38598227,2018.csv,2018,0.0,1.0
1293,Million Dollar Arm,38483455,36457627,2025828,2014.csv,2014,0.9473584687237672,0.05264153127623286
1294,Chernobyl Diaries,38390020,18119640,20270380,2012.csv,2012,0.4719882927906784,0.5280117072093216
1295,Boruto: Naruto The Movie,38362448,919651,37442797,2015.csv,2015,0.023972688082887723,0.9760273119171122
1296,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015,0.6726710287162996,0.3273289712837005
1297,The Water Diviner,38176317,4196641,33979676,2014.csv,2014,0.10992786444014492,0.8900721355598551
1298,King Richard,38083946,15083946,23000000,2021.csv,2021,0.39607098487115805,0.603929015128842
1299,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695,0,38052695,2021.csv,2021,0.0,1.0
1300,But Always,38039248,430760,37608488,2014.csv,2014,0.011324093473141214,0.9886759065268588
1301,Nightmare Alley,38034700,11322374,26712326,2021.csv,2021,0.2976853767743666,0.7023146232256334
1302,Overcomer,38026103,34746945,3279158,2019.csv,2019,0.9137656046426845,0.08623439535731547
1303,Helios,37938005,0,37938005,2015.csv,2015,0.0,1.0
1304,Killing Them Softly,37930465,15026056,22904409,2012.csv,2012,0.39614742397700636,0.6038525760229937
1305,The King,37886707,0,37886707,2017.csv,2017,0.0,1.0
1306,Hell or High Water,37879877,27007844,10872033,2016.csv,2016,0.7129865812394269,0.28701341876057307
1307,Cold Eyes,37795598,0,37795598,2013.csv,2013,0.0,1.0
1308,Mission Milano,37749848,0,37749848,2016.csv,2016,0.0,1.0
1309,The Handmaiden,37692886,2006788,35686098,2016.csv,2016,0.05324049742436809,0.9467595025756319
1310,The Yinyang Master,37690000,0,37690000,2021.csv,2021,0.0,1.0
1311,Rurouni Kenshin Part I: Origins,37654579,0,37654579,2012.csv,2012,0.0,1.0
1312,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017,0.06395698738266449,0.9360430126173355
1313,Fat Buddies,37496410,0,37496410,2018.csv,2018,0.0,1.0
